"TeamA","TeamB","rand","nameA","nameB"
1371,1462,0.88787,"Seton Hall","Xavier"
1397,1462,0.91716,"Tennessee","Xavier"
1403,1462,0.9913,"Texas Tech","Xavier"
1437,1462,0.04434,"Villanova","Xavier"
1120,1462,0.95242,"Auburn","Xavier"
1139,1462,0.72315,"Butler","Xavier"
1153,1462,0.5741,"Cincinnati","Xavier"
1155,1462,0.60686,"Clemson","Xavier"
1199,1462,0.24939,"Florida St","Xavier"
1243,1462,0.17314,"Kansas St","Xavier"
1267,1462,0.49868,"Marshall","Xavier"
1277,1462,0.3457,"Michigan St","Xavier"
1305,1462,0.65959,"Nevada","Xavier"
1314,1462,0.73754,"North Carolina","Xavier"
1345,1462,0.91109,"Purdue","Xavier"
1401,1462,0.22147,"Texas A&M","Xavier"
1420,1462,0.90576,"UMBC","Xavier"
1452,1462,0.96407,"West Virginia","Xavier"
1254,1462,0.16902,"Long Island","Xavier"
1417,1462,0.77307,"UCLA","Xavier"
1113,1462,0.89255,"Arizona St","Xavier"
1300,1462,0.2267,"NC Central","Xavier"
1439,1462,0.93138,"Virginia Tech","Xavier"
1112,1462,0.33411,"Arizona","Xavier"
1233,1462,0.0729,"Iona","Xavier"
1422,1462,0.97587,"UNC Greensboro","Xavier"
1361,1462,0.2747,"San Diego St","Xavier"
1335,1462,0.91427,"Penn","Xavier"
1172,1462,0.22984,"Davidson","Xavier"
1274,1462,0.82789,"Miami FL","Xavier"
1285,1462,0.48775,"Montana","Xavier"
1355,1462,0.28344,"S Dakota St","Xavier"
1328,1462,0.41355,"Oklahoma","Xavier"
1301,1462,0.59585,"NC State","Xavier"
1460,1462,0.37449,"Wright St","Xavier"
1372,1462,0.08786,"SF Austin","Xavier"
1158,1462,0.75591,"Col Charleston","Xavier"
1116,1462,0.53234,"Arkansas","Xavier"
1209,1462,0.07746,"Georgia St","Xavier"
1308,1462,0.06559,"New Mexico St","Xavier"
1281,1462,0.24773,"Missouri","Xavier"
1166,1462,0.74447,"Creighton","Xavier"
1455,1462,0.99105,"Wichita St","Xavier"
1137,1462,0.21224,"Bucknell","Xavier"
1400,1462,0.40313,"Texas","Xavier"
1252,1462,0.28882,"Lipscomb","Xavier"
1168,1462,0.75568,"CS Fullerton","Xavier"
1395,1462,0.65884,"TCU","Xavier"
1344,1462,0.42213,"Providence","Xavier"
1438,1462,0.99343,"Virginia","Xavier"
1293,1462,0.82668,"Murray St","Xavier"
1347,1254,0.15405,"Radford","Long Island"
1382,1254,0.27637,"St Bonaventure","Long Island"
1393,1254,0.98022,"Syracuse","Long Island"
1411,1254,0.90994,"TX Southern","Long Island"
1104,1254,0.81807,"Alabama","Long Island"
1138,1254,0.19178,"Buffalo","Long Island"
1181,1254,0.93289,"Duke","Long Island"
1196,1254,0.50581,"Florida","Long Island"
1211,1254,0.49508,"Gonzaga","Long Island"
1222,1254,0.57905,"Houston","Long Island"
1242,1254,0.07112,"Kansas","Long Island"
1246,1254,0.63456,"Kentucky","Long Island"
1260,1254,0.55231,"Loyola-Chicago","Long Island"
1276,1254,0.97968,"Michigan","Long Island"
1326,1254,0.40679,"Ohio St","Long Island"
1348,1254,0.59436,"Rhode Island","Long Island"
1371,1254,0.93612,"Seton Hall","Long Island"
1397,1254,0.01331,"Tennessee","Long Island"
1403,1254,0.33202,"Texas Tech","Long Island"
1437,1254,0.03578,"Villanova","Long Island"
1120,1254,0.04047,"Auburn","Long Island"
1139,1254,0.42093,"Butler","Long Island"
1153,1254,0.64134,"Cincinnati","Long Island"
1155,1254,0.88028,"Clemson","Long Island"
1199,1254,0.04239,"Florida St","Long Island"
1243,1254,0.11498,"Kansas St","Long Island"
1267,1254,0.70306,"Marshall","Long Island"
1277,1254,0.66417,"Michigan St","Long Island"
1305,1254,0.92938,"Nevada","Long Island"
1314,1254,0.73628,"North Carolina","Long Island"
1345,1254,0.20086,"Purdue","Long Island"
1401,1254,0.66752,"Texas A&M","Long Island"
1420,1254,0.60624,"UMBC","Long Island"
1452,1254,0.17985,"West Virginia","Long Island"
1462,1254,0.21825,"Xavier","Long Island"
1417,1254,0.69508,"UCLA","Long Island"
1113,1254,0.70662,"Arizona St","Long Island"
1300,1254,0.71586,"NC Central","Long Island"
1439,1254,0.7598,"Virginia Tech","Long Island"
1112,1254,0.94146,"Arizona","Long Island"
1233,1254,0.28217,"Iona","Long Island"
1422,1254,0.91739,"UNC Greensboro","Long Island"
1361,1254,0.61998,"San Diego St","Long Island"
1335,1254,0.0689,"Penn","Long Island"
1172,1254,0.6863,"Davidson","Long Island"
1274,1254,0.84412,"Miami FL","Long Island"
1285,1254,0.28313,"Montana","Long Island"
1355,1254,0.91216,"S Dakota St","Long Island"
1328,1254,0.31224,"Oklahoma","Long Island"
1301,1254,0.97365,"NC State","Long Island"
1460,1254,0.99161,"Wright St","Long Island"
1372,1254,0.90336,"SF Austin","Long Island"
1158,1254,0.53159,"Col Charleston","Long Island"
1116,1254,0.13177,"Arkansas","Long Island"
1209,1254,0.32446,"Georgia St","Long Island"
1308,1254,0.52368,"New Mexico St","Long Island"
1281,1254,0.25764,"Missouri","Long Island"
1166,1254,0.51573,"Creighton","Long Island"
1455,1254,0.46934,"Wichita St","Long Island"
1137,1254,0.89532,"Bucknell","Long Island"
1400,1254,0.61061,"Texas","Long Island"
1252,1254,0.4522,"Lipscomb","Long Island"
1168,1254,0.41581,"CS Fullerton","Long Island"
1395,1254,0.93806,"TCU","Long Island"
1344,1254,0.78295,"Providence","Long Island"
1438,1254,0.6797,"Virginia","Long Island"
1293,1254,0.8917,"Murray St","Long Island"
1347,1417,0.08077,"Radford","UCLA"
1382,1417,0.9697,"St Bonaventure","UCLA"
1393,1417,0.0705,"Syracuse","UCLA"
1411,1417,0.95423,"TX Southern","UCLA"
1104,1417,0.32343,"Alabama","UCLA"
1138,1417,0.39634,"Buffalo","UCLA"
1181,1417,0.74443,"Duke","UCLA"
1196,1417,0.57268,"Florida","UCLA"
1211,1417,0.499,"Gonzaga","UCLA"
1222,1417,0.16746,"Houston","UCLA"
1242,1417,0.26311,"Kansas","UCLA"
1246,1417,0.97116,"Kentucky","UCLA"
1260,1417,0.4148,"Loyola-Chicago","UCLA"
1276,1417,0.06694,"Michigan","UCLA"
1326,1417,0.16056,"Ohio St","UCLA"
1348,1417,0.83488,"Rhode Island","UCLA"
1371,1417,0.47212,"Seton Hall","UCLA"
1397,1417,0.1955,"Tennessee","UCLA"
1403,1417,0.54603,"Texas Tech","UCLA"
1437,1417,0.36324,"Villanova","UCLA"
1120,1417,0.42577,"Auburn","UCLA"
1139,1417,0.25042,"Butler","UCLA"
1153,1417,0.56056,"Cincinnati","UCLA"
1155,1417,0.26459,"Clemson","UCLA"
1199,1417,0.1998,"Florida St","UCLA"
1243,1417,0.96115,"Kansas St","UCLA"
1267,1417,0.22746,"Marshall","UCLA"
1277,1417,0.64267,"Michigan St","UCLA"
1305,1417,0.217,"Nevada","UCLA"
1314,1417,0.86032,"North Carolina","UCLA"
1345,1417,0.0056,"Purdue","UCLA"
1401,1417,0.00525,"Texas A&M","UCLA"
1420,1417,0.41886,"UMBC","UCLA"
1452,1417,0.81566,"West Virginia","UCLA"
1462,1417,0.33341,"Xavier","UCLA"
1254,1417,0.6708,"Long Island","UCLA"
1113,1417,0.25846,"Arizona St","UCLA"
1300,1417,0.29174,"NC Central","UCLA"
1439,1417,0.47616,"Virginia Tech","UCLA"
1112,1417,0.82498,"Arizona","UCLA"
1233,1417,0.21396,"Iona","UCLA"
1422,1417,0.94967,"UNC Greensboro","UCLA"
1361,1417,0.6846,"San Diego St","UCLA"
1335,1417,0.6036,"Penn","UCLA"
1172,1417,0.68079,"Davidson","UCLA"
1274,1417,0.84529,"Miami FL","UCLA"
1285,1417,0.91259,"Montana","UCLA"
1355,1417,0.96304,"S Dakota St","UCLA"
1328,1417,0.94396,"Oklahoma","UCLA"
1301,1417,0.97056,"NC State","UCLA"
1460,1417,0.80547,"Wright St","UCLA"
1372,1417,0.68945,"SF Austin","UCLA"
1158,1417,0.88242,"Col Charleston","UCLA"
1116,1417,0.75472,"Arkansas","UCLA"
1209,1417,0.15856,"Georgia St","UCLA"
1308,1417,0.51017,"New Mexico St","UCLA"
1281,1417,0.85157,"Missouri","UCLA"
1166,1417,0.47194,"Creighton","UCLA"
1455,1417,0.82052,"Wichita St","UCLA"
1137,1417,0.44841,"Bucknell","UCLA"
1400,1417,0.124,"Texas","UCLA"
1252,1417,0.29912,"Lipscomb","UCLA"
1168,1417,0.57578,"CS Fullerton","UCLA"
1395,1417,0.49646,"TCU","UCLA"
1344,1417,0.16399,"Providence","UCLA"
1438,1417,0.54347,"Virginia","UCLA"
1293,1417,0.42044,"Murray St","UCLA"
1347,1113,0.09971,"Radford","Arizona St"
1382,1113,0.14734,"St Bonaventure","Arizona St"
1393,1113,0.87405,"Syracuse","Arizona St"
1411,1113,0.41935,"TX Southern","Arizona St"
1104,1113,0.44542,"Alabama","Arizona St"
1138,1113,0.81829,"Buffalo","Arizona St"
1181,1113,0.01175,"Duke","Arizona St"
1196,1113,0.8561,"Florida","Arizona St"
1211,1113,0.09858,"Gonzaga","Arizona St"
1222,1113,0.26118,"Houston","Arizona St"
1242,1113,0.43541,"Kansas","Arizona St"
1246,1113,0.35755,"Kentucky","Arizona St"
1260,1113,0.0307,"Loyola-Chicago","Arizona St"
1276,1113,0.56035,"Michigan","Arizona St"
1326,1113,0.1049,"Ohio St","Arizona St"
1348,1113,0.49711,"Rhode Island","Arizona St"
1371,1113,0.86263,"Seton Hall","Arizona St"
1397,1113,0.89395,"Tennessee","Arizona St"
1403,1113,0.92654,"Texas Tech","Arizona St"
1437,1113,0.25895,"Villanova","Arizona St"
1120,1113,0.47291,"Auburn","Arizona St"
1139,1113,0.96762,"Butler","Arizona St"
1153,1113,0.75785,"Cincinnati","Arizona St"
1155,1113,0.45264,"Clemson","Arizona St"
1199,1113,0.92002,"Florida St","Arizona St"
1243,1113,0.28015,"Kansas St","Arizona St"
1267,1113,0.87969,"Marshall","Arizona St"
1277,1113,0.12594,"Michigan St","Arizona St"
1305,1113,0.58145,"Nevada","Arizona St"
1314,1113,0.16052,"North Carolina","Arizona St"
1345,1113,0.41638,"Purdue","Arizona St"
1401,1113,0.84322,"Texas A&M","Arizona St"
1420,1113,0.13973,"UMBC","Arizona St"
1452,1113,0.55717,"West Virginia","Arizona St"
1462,1113,0.98414,"Xavier","Arizona St"
1254,1113,0.39619,"Long Island","Arizona St"
1417,1113,0.13155,"UCLA","Arizona St"
1300,1113,0.8239,"NC Central","Arizona St"
1439,1113,0.59989,"Virginia Tech","Arizona St"
1112,1113,0.56458,"Arizona","Arizona St"
1233,1113,0.42404,"Iona","Arizona St"
1422,1113,0.66553,"UNC Greensboro","Arizona St"
1361,1113,0.39588,"San Diego St","Arizona St"
1335,1113,0.65019,"Penn","Arizona St"
1172,1113,0.80674,"Davidson","Arizona St"
1274,1113,0.51201,"Miami FL","Arizona St"
1285,1113,0.76262,"Montana","Arizona St"
1355,1113,0.15735,"S Dakota St","Arizona St"
1328,1113,0.44861,"Oklahoma","Arizona St"
1301,1113,0.9851,"NC State","Arizona St"
1460,1113,0.78027,"Wright St","Arizona St"
1372,1113,0.27828,"SF Austin","Arizona St"
1158,1113,0.19473,"Col Charleston","Arizona St"
1116,1113,0.68932,"Arkansas","Arizona St"
1209,1113,0.55985,"Georgia St","Arizona St"
1308,1113,0.83663,"New Mexico St","Arizona St"
1281,1113,0.34781,"Missouri","Arizona St"
1166,1113,0.66234,"Creighton","Arizona St"
1455,1113,0.01023,"Wichita St","Arizona St"
1137,1113,0.79656,"Bucknell","Arizona St"
1400,1113,0.76722,"Texas","Arizona St"
1252,1113,0.97234,"Lipscomb","Arizona St"
1168,1113,0.89797,"CS Fullerton","Arizona St"
1395,1113,0.06085,"TCU","Arizona St"
1344,1113,0.21143,"Providence","Arizona St"
1438,1113,0.45191,"Virginia","Arizona St"
1293,1113,0.87338,"Murray St","Arizona St"
1347,1300,0.08088,"Radford","NC Central"
1382,1300,0.41483,"St Bonaventure","NC Central"
1393,1300,0.42661,"Syracuse","NC Central"
1411,1300,0.64935,"TX Southern","NC Central"
1104,1300,0.13026,"Alabama","NC Central"
1138,1300,0.99303,"Buffalo","NC Central"
1181,1300,0.61459,"Duke","NC Central"
1196,1300,0.46951,"Florida","NC Central"
1211,1300,0.30401,"Gonzaga","NC Central"
1222,1300,0.75838,"Houston","NC Central"
1242,1300,0.69539,"Kansas","NC Central"
1246,1300,0.42553,"Kentucky","NC Central"
1260,1300,0.73447,"Loyola-Chicago","NC Central"
1276,1300,0.52868,"Michigan","NC Central"
1326,1300,0.16711,"Ohio St","NC Central"
1348,1300,0.52274,"Rhode Island","NC Central"
1371,1300,0.75427,"Seton Hall","NC Central"
1397,1300,0.95096,"Tennessee","NC Central"
1403,1300,0.55022,"Texas Tech","NC Central"
1437,1300,0.33772,"Villanova","NC Central"
1120,1300,0.86071,"Auburn","NC Central"
1139,1300,0.05454,"Butler","NC Central"
1153,1300,0.97059,"Cincinnati","NC Central"
1155,1300,0.28022,"Clemson","NC Central"
1199,1300,0.20072,"Florida St","NC Central"
1243,1300,0.59245,"Kansas St","NC Central"
1267,1300,0.69985,"Marshall","NC Central"
1277,1300,0.54655,"Michigan St","NC Central"
1305,1300,0.55996,"Nevada","NC Central"
1314,1300,0.7176,"North Carolina","NC Central"
1345,1300,0.66551,"Purdue","NC Central"
1401,1300,0.66383,"Texas A&M","NC Central"
1420,1300,0.62095,"UMBC","NC Central"
1452,1300,0.04305,"West Virginia","NC Central"
1462,1300,0.26544,"Xavier","NC Central"
1254,1300,0.54607,"Long Island","NC Central"
1417,1300,0.8691,"UCLA","NC Central"
1113,1300,0.77545,"Arizona St","NC Central"
1439,1300,0.46169,"Virginia Tech","NC Central"
1112,1300,0.92356,"Arizona","NC Central"
1233,1300,0.13809,"Iona","NC Central"
1422,1300,0.45094,"UNC Greensboro","NC Central"
1361,1300,0.03653,"San Diego St","NC Central"
1335,1300,0.48265,"Penn","NC Central"
1172,1300,0.64782,"Davidson","NC Central"
1274,1300,0.89154,"Miami FL","NC Central"
1285,1300,0.08331,"Montana","NC Central"
1355,1300,0.5226,"S Dakota St","NC Central"
1328,1300,0.48828,"Oklahoma","NC Central"
1301,1300,0.78082,"NC State","NC Central"
1460,1300,0.92558,"Wright St","NC Central"
1372,1300,0.57831,"SF Austin","NC Central"
1158,1300,0.95156,"Col Charleston","NC Central"
1116,1300,0.20015,"Arkansas","NC Central"
1209,1300,0.54323,"Georgia St","NC Central"
1308,1300,0.07559,"New Mexico St","NC Central"
1281,1300,0.25019,"Missouri","NC Central"
1166,1300,0.58756,"Creighton","NC Central"
1455,1300,0.12202,"Wichita St","NC Central"
1137,1300,0.80312,"Bucknell","NC Central"
1400,1300,0.81585,"Texas","NC Central"
1252,1300,0.07698,"Lipscomb","NC Central"
1168,1300,0.83956,"CS Fullerton","NC Central"
1395,1300,0.46346,"TCU","NC Central"
1344,1300,0.8103,"Providence","NC Central"
1438,1300,0.20257,"Virginia","NC Central"
1293,1300,0.67127,"Murray St","NC Central"
1347,1439,0.59367,"Radford","Virginia Tech"
1382,1439,0.86174,"St Bonaventure","Virginia Tech"
1393,1439,0.25901,"Syracuse","Virginia Tech"
1411,1439,0.73209,"TX Southern","Virginia Tech"
1104,1439,0.45895,"Alabama","Virginia Tech"
1138,1439,0.15141,"Buffalo","Virginia Tech"
1181,1439,0.17677,"Duke","Virginia Tech"
1196,1439,0.38711,"Florida","Virginia Tech"
1211,1439,0.74639,"Gonzaga","Virginia Tech"
1222,1439,0.33405,"Houston","Virginia Tech"
1242,1439,0.53013,"Kansas","Virginia Tech"
1246,1439,0.8056,"Kentucky","Virginia Tech"
1260,1439,0.36192,"Loyola-Chicago","Virginia Tech"
1276,1439,0.47483,"Michigan","Virginia Tech"
1326,1439,0.72446,"Ohio St","Virginia Tech"
1348,1439,0.03342,"Rhode Island","Virginia Tech"
1371,1439,0.17917,"Seton Hall","Virginia Tech"
1397,1439,0.69231,"Tennessee","Virginia Tech"
1403,1439,0.66606,"Texas Tech","Virginia Tech"
1437,1439,0.0962,"Villanova","Virginia Tech"
1120,1439,0.94781,"Auburn","Virginia Tech"
1139,1439,0.85814,"Butler","Virginia Tech"
1153,1439,0.10294,"Cincinnati","Virginia Tech"
1155,1439,0.81083,"Clemson","Virginia Tech"
1199,1439,0.23477,"Florida St","Virginia Tech"
1243,1439,0.4271,"Kansas St","Virginia Tech"
1267,1439,0.16162,"Marshall","Virginia Tech"
1277,1439,0.83474,"Michigan St","Virginia Tech"
1305,1439,0.65673,"Nevada","Virginia Tech"
1314,1439,0.42259,"North Carolina","Virginia Tech"
1345,1439,0.7248,"Purdue","Virginia Tech"
1401,1439,0.43767,"Texas A&M","Virginia Tech"
1420,1439,0.44085,"UMBC","Virginia Tech"
1452,1439,0.36889,"West Virginia","Virginia Tech"
1462,1439,0.8886,"Xavier","Virginia Tech"
1254,1439,0.49587,"Long Island","Virginia Tech"
1417,1439,0.30455,"UCLA","Virginia Tech"
1113,1439,0.92912,"Arizona St","Virginia Tech"
1300,1439,0.90689,"NC Central","Virginia Tech"
1112,1439,0.48343,"Arizona","Virginia Tech"
1233,1439,0.33717,"Iona","Virginia Tech"
1422,1439,0.38958,"UNC Greensboro","Virginia Tech"
1361,1439,0.97188,"San Diego St","Virginia Tech"
1335,1439,0.50184,"Penn","Virginia Tech"
1172,1439,0.67172,"Davidson","Virginia Tech"
1274,1439,0.04672,"Miami FL","Virginia Tech"
1285,1439,0.18229,"Montana","Virginia Tech"
1355,1439,0.59343,"S Dakota St","Virginia Tech"
1328,1439,0.16722,"Oklahoma","Virginia Tech"
1301,1439,0.75084,"NC State","Virginia Tech"
1460,1439,0.62783,"Wright St","Virginia Tech"
1372,1439,0.52039,"SF Austin","Virginia Tech"
1158,1439,0.3962,"Col Charleston","Virginia Tech"
1116,1439,0.63832,"Arkansas","Virginia Tech"
1209,1439,0.33685,"Georgia St","Virginia Tech"
1308,1439,0.23911,"New Mexico St","Virginia Tech"
1281,1439,0.94564,"Missouri","Virginia Tech"
1166,1439,0.60896,"Creighton","Virginia Tech"
1455,1439,0.79047,"Wichita St","Virginia Tech"
1137,1439,0.49614,"Bucknell","Virginia Tech"
1400,1439,0.39322,"Texas","Virginia Tech"
1252,1439,0.17313,"Lipscomb","Virginia Tech"
1168,1439,0.57117,"CS Fullerton","Virginia Tech"
1395,1439,0.4057,"TCU","Virginia Tech"
1344,1439,0.37417,"Providence","Virginia Tech"
1438,1439,0.47725,"Virginia","Virginia Tech"
1293,1439,0.61646,"Murray St","Virginia Tech"
1347,1112,0.26982,"Radford","Arizona"
1382,1112,0.93579,"St Bonaventure","Arizona"
1393,1112,0.04241,"Syracuse","Arizona"
1411,1112,0.80424,"TX Southern","Arizona"
1104,1112,0.86611,"Alabama","Arizona"
1138,1112,0.20473,"Buffalo","Arizona"
1181,1112,0.45509,"Duke","Arizona"
1196,1112,0.2124,"Florida","Arizona"
1211,1112,0.59036,"Gonzaga","Arizona"
1222,1112,0.52513,"Houston","Arizona"
1242,1112,0.74769,"Kansas","Arizona"
1246,1112,0.34538,"Kentucky","Arizona"
1260,1112,0.64199,"Loyola-Chicago","Arizona"
1276,1112,0.52748,"Michigan","Arizona"
1326,1112,0.45299,"Ohio St","Arizona"
1348,1112,0.34705,"Rhode Island","Arizona"
1371,1112,0.03507,"Seton Hall","Arizona"
1397,1112,0.39346,"Tennessee","Arizona"
1403,1112,0.61579,"Texas Tech","Arizona"
1437,1112,0.03255,"Villanova","Arizona"
1120,1112,0.62113,"Auburn","Arizona"
1139,1112,0.71291,"Butler","Arizona"
1153,1112,0.02691,"Cincinnati","Arizona"
1155,1112,0.03478,"Clemson","Arizona"
1199,1112,0.12586,"Florida St","Arizona"
1243,1112,0.4591,"Kansas St","Arizona"
1267,1112,0.12647,"Marshall","Arizona"
1277,1112,0.18694,"Michigan St","Arizona"
1305,1112,0.11326,"Nevada","Arizona"
1314,1112,0.21543,"North Carolina","Arizona"
1345,1112,0.98543,"Purdue","Arizona"
1401,1112,0.73886,"Texas A&M","Arizona"
1420,1112,0.30436,"UMBC","Arizona"
1452,1112,0.47234,"West Virginia","Arizona"
1462,1112,0.7142,"Xavier","Arizona"
1254,1112,0.48832,"Long Island","Arizona"
1417,1112,0.85991,"UCLA","Arizona"
1113,1112,0.18526,"Arizona St","Arizona"
1300,1112,0.61276,"NC Central","Arizona"
1439,1112,0.93867,"Virginia Tech","Arizona"
1233,1112,0.79361,"Iona","Arizona"
1422,1112,0.62041,"UNC Greensboro","Arizona"
1361,1112,0.11171,"San Diego St","Arizona"
1335,1112,0.55236,"Penn","Arizona"
1172,1112,0.35318,"Davidson","Arizona"
1274,1112,0.74619,"Miami FL","Arizona"
1285,1112,0.08137,"Montana","Arizona"
1355,1112,0.48677,"S Dakota St","Arizona"
1328,1112,0.80433,"Oklahoma","Arizona"
1301,1112,0.29503,"NC State","Arizona"
1460,1112,0.40859,"Wright St","Arizona"
1372,1112,0.26271,"SF Austin","Arizona"
1158,1112,0.50059,"Col Charleston","Arizona"
1116,1112,0.44656,"Arkansas","Arizona"
1209,1112,0.17277,"Georgia St","Arizona"
1308,1112,0.92247,"New Mexico St","Arizona"
1281,1112,0.22463,"Missouri","Arizona"
1166,1112,0.80201,"Creighton","Arizona"
1455,1112,0.81634,"Wichita St","Arizona"
1137,1112,0.19251,"Bucknell","Arizona"
1400,1112,0.6471,"Texas","Arizona"
1252,1112,0.84653,"Lipscomb","Arizona"
1168,1112,0.24308,"CS Fullerton","Arizona"
1395,1112,0.76684,"TCU","Arizona"
1344,1112,0.45193,"Providence","Arizona"
1438,1112,0.56196,"Virginia","Arizona"
1293,1112,0.52605,"Murray St","Arizona"
1347,1233,0.96869,"Radford","Iona"
1382,1233,0.19384,"St Bonaventure","Iona"
1393,1233,0.05743,"Syracuse","Iona"
1411,1233,0.04812,"TX Southern","Iona"
1104,1233,0.50445,"Alabama","Iona"
1138,1233,0.23573,"Buffalo","Iona"
1181,1233,0.32685,"Duke","Iona"
1196,1233,0.80321,"Florida","Iona"
1211,1233,0.53186,"Gonzaga","Iona"
1222,1233,0.82491,"Houston","Iona"
1242,1233,0.98914,"Kansas","Iona"
1246,1233,0.75462,"Kentucky","Iona"
1260,1233,0.04858,"Loyola-Chicago","Iona"
1276,1233,0.07298,"Michigan","Iona"
1326,1233,0.68092,"Ohio St","Iona"
1348,1233,0.22648,"Rhode Island","Iona"
1371,1233,0.50842,"Seton Hall","Iona"
1397,1233,0.91495,"Tennessee","Iona"
1403,1233,0.15873,"Texas Tech","Iona"
1437,1233,0.28735,"Villanova","Iona"
1120,1233,0.48425,"Auburn","Iona"
1139,1233,0.4122,"Butler","Iona"
1153,1233,0.54933,"Cincinnati","Iona"
1155,1233,0.83219,"Clemson","Iona"
1199,1233,0.86593,"Florida St","Iona"
1243,1233,0.53311,"Kansas St","Iona"
1267,1233,0.45842,"Marshall","Iona"
1277,1233,0.81949,"Michigan St","Iona"
1305,1233,0.34162,"Nevada","Iona"
1314,1233,0.41893,"North Carolina","Iona"
1345,1233,0.26619,"Purdue","Iona"
1401,1233,0.94636,"Texas A&M","Iona"
1420,1233,0.31048,"UMBC","Iona"
1452,1233,0.32347,"West Virginia","Iona"
1462,1233,0.51217,"Xavier","Iona"
1254,1233,0.04199,"Long Island","Iona"
1417,1233,0.56405,"UCLA","Iona"
1113,1233,0.74547,"Arizona St","Iona"
1300,1233,0.78725,"NC Central","Iona"
1439,1233,0.40201,"Virginia Tech","Iona"
1112,1233,0.73197,"Arizona","Iona"
1422,1233,0.80077,"UNC Greensboro","Iona"
1361,1233,0.36078,"San Diego St","Iona"
1335,1233,0.7508,"Penn","Iona"
1172,1233,0.23147,"Davidson","Iona"
1274,1233,0.07804,"Miami FL","Iona"
1285,1233,0.2899,"Montana","Iona"
1355,1233,0.10121,"S Dakota St","Iona"
1328,1233,0.34591,"Oklahoma","Iona"
1301,1233,0.06637,"NC State","Iona"
1460,1233,0.94065,"Wright St","Iona"
1372,1233,0.21568,"SF Austin","Iona"
1158,1233,0.34414,"Col Charleston","Iona"
1116,1233,0.41185,"Arkansas","Iona"
1209,1233,0.71917,"Georgia St","Iona"
1308,1233,0.71795,"New Mexico St","Iona"
1281,1233,0.01402,"Missouri","Iona"
1166,1233,0.08798,"Creighton","Iona"
1455,1233,0.58687,"Wichita St","Iona"
1137,1233,0.38712,"Bucknell","Iona"
1400,1233,0.24809,"Texas","Iona"
1252,1233,0.68041,"Lipscomb","Iona"
1168,1233,0.93338,"CS Fullerton","Iona"
1395,1233,0.93167,"TCU","Iona"
1344,1233,0.0118,"Providence","Iona"
1438,1233,0.7297,"Virginia","Iona"
1293,1233,0.5047,"Murray St","Iona"
1347,1422,0.74517,"Radford","UNC Greensboro"
1382,1422,0.67973,"St Bonaventure","UNC Greensboro"
1393,1422,0.86342,"Syracuse","UNC Greensboro"
1411,1422,0.34749,"TX Southern","UNC Greensboro"
1104,1422,0.42019,"Alabama","UNC Greensboro"
1138,1422,0.90357,"Buffalo","UNC Greensboro"
1181,1422,0.10387,"Duke","UNC Greensboro"
1196,1422,0.2243,"Florida","UNC Greensboro"
1211,1422,0.62257,"Gonzaga","UNC Greensboro"
1222,1422,0.14324,"Houston","UNC Greensboro"
1242,1422,0.44208,"Kansas","UNC Greensboro"
1246,1422,0.99077,"Kentucky","UNC Greensboro"
1260,1422,0.92961,"Loyola-Chicago","UNC Greensboro"
1276,1422,0.18435,"Michigan","UNC Greensboro"
1326,1422,0.51932,"Ohio St","UNC Greensboro"
1348,1422,0.8597,"Rhode Island","UNC Greensboro"
1371,1422,0.94095,"Seton Hall","UNC Greensboro"
1397,1422,0.64398,"Tennessee","UNC Greensboro"
1403,1422,0.68048,"Texas Tech","UNC Greensboro"
1437,1422,0.79159,"Villanova","UNC Greensboro"
1120,1422,0.4099,"Auburn","UNC Greensboro"
1139,1422,0.89806,"Butler","UNC Greensboro"
1153,1422,0.82627,"Cincinnati","UNC Greensboro"
1155,1422,0.93825,"Clemson","UNC Greensboro"
1199,1422,0.79485,"Florida St","UNC Greensboro"
1243,1422,0.41245,"Kansas St","UNC Greensboro"
1267,1422,0.815,"Marshall","UNC Greensboro"
1277,1422,0.62072,"Michigan St","UNC Greensboro"
1305,1422,0.97715,"Nevada","UNC Greensboro"
1314,1422,0.89636,"North Carolina","UNC Greensboro"
1345,1422,0.35168,"Purdue","UNC Greensboro"
1401,1422,0.23939,"Texas A&M","UNC Greensboro"
1420,1422,0.53995,"UMBC","UNC Greensboro"
1452,1422,0.1985,"West Virginia","UNC Greensboro"
1462,1422,0.52672,"Xavier","UNC Greensboro"
1254,1422,0.23098,"Long Island","UNC Greensboro"
1417,1422,0.25082,"UCLA","UNC Greensboro"
1113,1422,0.44062,"Arizona St","UNC Greensboro"
1300,1422,0.70906,"NC Central","UNC Greensboro"
1439,1422,0.77878,"Virginia Tech","UNC Greensboro"
1112,1422,0.36356,"Arizona","UNC Greensboro"
1233,1422,0.67573,"Iona","UNC Greensboro"
1361,1422,0.92213,"San Diego St","UNC Greensboro"
1335,1422,0.7893,"Penn","UNC Greensboro"
1172,1422,0.2459,"Davidson","UNC Greensboro"
1274,1422,0.04655,"Miami FL","UNC Greensboro"
1285,1422,0.2144,"Montana","UNC Greensboro"
1355,1422,0.21067,"S Dakota St","UNC Greensboro"
1328,1422,0.26148,"Oklahoma","UNC Greensboro"
1301,1422,0.2351,"NC State","UNC Greensboro"
1460,1422,0.30695,"Wright St","UNC Greensboro"
1372,1422,0.22962,"SF Austin","UNC Greensboro"
1158,1422,0.74306,"Col Charleston","UNC Greensboro"
